Test Name	Language	Components	Gold File	Prediction File	Uploaded Gold File	Uploaded Prediction File	Experiment URI	System	Reference	BLEU	BLEU NLTK	METEOR	chrF++	TER	Error Count	Timestamp	GERBIL version
QALD9Plus-MT	de	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mag_el-mbart_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	535ec73881234352ab738325b13a7c52QALD9Plus-MT_de-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280054	pred (uploaded)	gold (uploaded)	43.26	0.43	0.4	0.69	0.42	0	2022-09-28 14:34:27	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-libre_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	3bbeba67c50146d28779e7ee2d485ccfQALD9Plus-MT_de-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280055	pred (uploaded)	gold (uploaded)	25	0.24	0.36	0.54	0.6	0	2022-09-28 14:34:37	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-opus_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	39441596518b431783e6f0ee155bfe4fQALD9Plus-MT_de-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280056	pred (uploaded)	gold (uploaded)	42.07	0.42	0.4	0.68	0.42	0	2022-09-28 14:34:47	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-nllb_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	546b8a785f9746b4bf9f09c556ab1d1cQALD9Plus-MT_de-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280057	pred (uploaded)	gold (uploaded)	46.88	0.47	0.42	0.7	0.39	0	2022-09-28 14:34:57	1.2.7
QALD9Plus-MT	de	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-babelscape_ner-mgenre_el-mbart_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	fd458fe16dc04bfab6c4f61710ea8ebaQALD9Plus-MT_de-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280058	pred (uploaded)	gold (uploaded)	40.83	0.41	0.39	0.68	0.44	0	2022-09-28 14:35:08	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-libre_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	59ace0355a744b70812705132b4596c7QALD9Plus-MT_de-flair_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280059	pred (uploaded)	gold (uploaded)	28.51	0.28	0.37	0.56	0.58	0	2022-09-28 14:35:17	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-opus_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	f26c225345a743b5a57aec2db4958626QALD9Plus-MT_de-flair_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280060	pred (uploaded)	gold (uploaded)	43.63	0.44	0.4	0.69	0.41	0	2022-09-28 14:35:27	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-nllb_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	d352fdb7e2f443ddb66cba46d11553b4QALD9Plus-MT_de-flair_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280061	pred (uploaded)	gold (uploaded)	46.34	0.47	0.42	0.7	0.38	0	2022-09-28 14:35:38	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mag_el-mbart_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	1957ff731ecc496fb307d9841b09d906QALD9Plus-MT_de-flair_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280062	pred (uploaded)	gold (uploaded)	42.53	0.43	0.4	0.69	0.42	0	2022-09-28 14:35:48	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-libre_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	434d35bbfe374f4eb4bb62aa72d0b1ecQALD9Plus-MT_de-flair_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280063	pred (uploaded)	gold (uploaded)	27.84	0.27	0.37	0.55	0.58	0	2022-09-28 14:35:58	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-opus_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	b4d15f5cc0c046b5b9a8526dc125799bQALD9Plus-MT_de-flair_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280064	pred (uploaded)	gold (uploaded)	43.27	0.44	0.41	0.69	0.41	0	2022-09-28 14:36:08	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-nllb_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	72d9b86077ff4a84b3b118a25937cb0eQALD9Plus-MT_de-flair_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280065	pred (uploaded)	gold (uploaded)	47.18	0.48	0.42	0.71	0.37	0	2022-09-28 14:36:18	1.2.7
QALD9Plus-MT	de	['flair_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-flair_ner-mgenre_el-mbart_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	9d89d939784e4a90af04d3f55a63e080QALD9Plus-MT_de-flair_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280066	pred (uploaded)	gold (uploaded)	41.82	0.42	0.39	0.68	0.42	0	2022-09-28 14:36:28	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-libre_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	1add545ba62f4da4aedaf2837f2aac13QALD9Plus-MT_de-davlan_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280067	pred (uploaded)	gold (uploaded)	26.71	0.27	0.36	0.55	0.58	0	2022-09-28 14:36:38	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-opus_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	5e80d8bcaa674d70b1f2154cc0d56909QALD9Plus-MT_de-davlan_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280068	pred (uploaded)	gold (uploaded)	43.33	0.44	0.4	0.69	0.41	0	2022-09-28 14:36:48	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-nllb_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	81248cfe2d294c02bd2a3ed0cc2e82b6QALD9Plus-MT_de-davlan_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280069	pred (uploaded)	gold (uploaded)	46.47	0.47	0.42	0.7	0.38	0	2022-09-28 14:36:58	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mag_el-mbart_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	5a404e60b548479fafaa410c0b9c5a67QALD9Plus-MT_de-davlan_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280070	pred (uploaded)	gold (uploaded)	42.87	0.43	0.4	0.69	0.41	0	2022-09-28 14:37:08	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	7e196a997c734c009ec891fdbd328510QALD9Plus-MT_de-davlan_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280071	pred (uploaded)	gold (uploaded)	26.88	0.27	0.37	0.55	0.58	0	2022-09-28 14:37:18	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-opus_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	3a88699826a74711afeb72267048b90fQALD9Plus-MT_de-davlan_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280072	pred (uploaded)	gold (uploaded)	43.25	0.44	0.41	0.69	0.41	0	2022-09-28 14:37:29	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-nllb_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	c720b333693a4cfaa0f652a993011ac7QALD9Plus-MT_de-davlan_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280073	pred (uploaded)	gold (uploaded)	47.2	0.48	0.42	0.71	0.38	0	2022-09-28 14:37:39	1.2.7
QALD9Plus-MT	de	['davlan_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-davlan_ner-mgenre_el-mbart_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	86db5161dfac453893bdd1c8997fa03dQALD9Plus-MT_de-davlan_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280074	pred (uploaded)	gold (uploaded)	42.8	0.43	0.4	0.69	0.41	0	2022-09-28 14:37:49	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-libre_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	8845ff0ab982413995f174e6182c31e8QALD9Plus-MT_de-spacy_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280075	pred (uploaded)	gold (uploaded)	28.33	0.28	0.37	0.56	0.58	0	2022-09-28 14:37:59	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-opus_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	02d0b165dede4c7284c08a8abcdea683QALD9Plus-MT_de-spacy_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280076	pred (uploaded)	gold (uploaded)	45.21	0.45	0.41	0.7	0.41	0	2022-09-28 14:38:09	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-nllb_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	6ecedd2f32434c92b395dcb89dce9fa3QALD9Plus-MT_de-spacy_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280077	pred (uploaded)	gold (uploaded)	47.58	0.47	0.42	0.71	0.38	0	2022-09-28 14:38:19	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mag_el-mbart_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	73df0e5322574890a68d960a7a54e510QALD9Plus-MT_de-spacy_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280078	pred (uploaded)	gold (uploaded)	44.87	0.44	0.4	0.7	0.41	0	2022-09-28 14:38:29	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-libre_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	31dde0a6748c4004ba0cbfbced3b7f7dQALD9Plus-MT_de-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280079	pred (uploaded)	gold (uploaded)	26.89	0.26	0.36	0.54	0.59	0	2022-09-28 14:38:39	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-opus_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	bea42d6723ca47a792e293dacd6f98c2QALD9Plus-MT_de-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280080	pred (uploaded)	gold (uploaded)	43.14	0.43	0.4	0.68	0.41	0	2022-09-28 14:38:49	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	838be2a252ae4f4a8d89a2c38ea590ccQALD9Plus-MT_de-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280081	pred (uploaded)	gold (uploaded)	48.18	0.48	0.42	0.7	0.37	0	2022-09-28 14:39:00	1.2.7
QALD9Plus-MT	de	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-spacy_ner-mgenre_el-mbart_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	71a50cd41311403baf623428f4a8e140QALD9Plus-MT_de-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280082	pred (uploaded)	gold (uploaded)	43.5	0.43	0.39	0.68	0.42	0	2022-09-28 14:39:10	1.2.7
QALD9Plus-MT	de	['no_ner', 'no_el', 'libre_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-no_ner-no_el-libre_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	0e4f61f492e34ce8a4d3cca08588bc1dQALD9Plus-MT_de-no_ner-no_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280083	pred (uploaded)	gold (uploaded)	29.61	0.29	0.37	0.57	0.55	0	2022-09-28 14:39:20	1.2.7
QALD9Plus-MT	de	['no_ner', 'no_el', 'opus_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-no_ner-no_el-opus_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	a33037e9f2b8433db54915092a69620aQALD9Plus-MT_de-no_ner-no_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280084	pred (uploaded)	gold (uploaded)	45.64	0.46	0.42	0.71	0.37	0	2022-09-28 14:39:30	1.2.7
QALD9Plus-MT	de	['no_ner', 'no_el', 'nllb_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-no_ner-no_el-nllb_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	be8a9661d8bc451bb8478dcf261c8e1eQALD9Plus-MT_de-no_ner-no_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280085	pred (uploaded)	gold (uploaded)	48.49	0.49	0.43	0.72	0.34	0	2022-09-28 14:39:40	1.2.7
QALD9Plus-MT	de	['no_ner', 'no_el', 'mbart_mt']	QALD9Plus-MT_de-en_gold_file	pred_results/QALD9Plus-MT_de-no_ner-no_el-mbart_mt	b8477f63c7b2440da1271e5370d200f9QALD9Plus-MT_de-en_gold_file.txt	7143ef9779274fd394d8637784c0b78bQALD9Plus-MT_de-no_ner-no_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280086	pred (uploaded)	gold (uploaded)	44.51	0.45	0.41	0.7	0.39	0	2022-09-28 14:39:50	1.2.7
QALD9Plus-MT	ru	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-libre_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	8a57705005b6460c82ed39da9fefd081QALD9Plus-MT_ru-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280087	pred (uploaded)	gold (uploaded)	16.39	0.17	0.26	0.47	0.73	0	2022-09-28 14:40:00	1.2.7
QALD9Plus-MT	ru	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	884986c7de4c495eaa5f344948862c36QALD9Plus-MT_ru-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280088	pred (uploaded)	gold (uploaded)	21.8	0.22	0.32	0.56	0.58	0	2022-09-28 14:40:10	1.2.7
QALD9Plus-MT	ru	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-nllb_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	2bc15776b7444d329d0c4aa30831cae4QALD9Plus-MT_ru-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280089	pred (uploaded)	gold (uploaded)	33.34	0.34	0.36	0.62	0.51	0	2022-09-28 14:40:21	1.2.7
QALD9Plus-MT	ru	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-babelscape_ner-mgenre_el-mbart_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	b5121ebab1de4c0c86ac8bf3a3394f4aQALD9Plus-MT_ru-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280090	pred (uploaded)	gold (uploaded)	26.86	0.27	0.34	0.59	0.57	0	2022-09-28 14:40:30	1.2.7
QALD9Plus-MT	ru	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-libre_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	2a589f712c764517b7da4c446facf4e2QALD9Plus-MT_ru-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280091	pred (uploaded)	gold (uploaded)	16.52	0.17	0.27	0.48	0.69	0	2022-09-28 14:40:41	1.2.7
QALD9Plus-MT	ru	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-opus_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	b18c8024b8d04ead9e707fbef47f55cdQALD9Plus-MT_ru-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280092	pred (uploaded)	gold (uploaded)	23.39	0.24	0.33	0.58	0.54	0	2022-09-28 14:40:52	1.2.7
QALD9Plus-MT	ru	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-nllb_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	88753ec06027475ab7b0f42129bf891dQALD9Plus-MT_ru-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280093	pred (uploaded)	gold (uploaded)	33.71	0.34	0.37	0.62	0.48	0	2022-09-28 14:41:01	1.2.7
QALD9Plus-MT	ru	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-spacy_ner-mgenre_el-mbart_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	b02ce45caf6a48159656d36aabda7b31QALD9Plus-MT_ru-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280094	pred (uploaded)	gold (uploaded)	29.29	0.3	0.35	0.6	0.54	0	2022-09-28 14:41:11	1.2.7
QALD9Plus-MT	ru	['no_ner', 'no_el', 'libre_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-no_ner-no_el-libre_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	72d48b9c5ffd440c94cf49e78fbc6953QALD9Plus-MT_ru-no_ner-no_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280095	pred (uploaded)	gold (uploaded)	20.82	0.21	0.31	0.54	0.58	0	2022-09-28 14:41:21	1.2.7
QALD9Plus-MT	ru	['no_ner', 'no_el', 'opus_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-no_ner-no_el-opus_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	103d634168854dad8ebd34170c7f806fQALD9Plus-MT_ru-no_ner-no_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280096	pred (uploaded)	gold (uploaded)	30	0.29	0.35	0.6	0.48	0	2022-09-28 14:41:31	1.2.7
QALD9Plus-MT	ru	['no_ner', 'no_el', 'nllb_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-no_ner-no_el-nllb_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	af3bd427754a4c4592c1d139d93e68d9QALD9Plus-MT_ru-no_ner-no_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280097	pred (uploaded)	gold (uploaded)	36.59	0.37	0.38	0.64	0.43	0	2022-09-28 14:41:41	1.2.7
QALD9Plus-MT	ru	['no_ner', 'no_el', 'mbart_mt']	QALD9Plus-MT_ru-en_gold_file	pred_results/QALD9Plus-MT_ru-no_ner-no_el-mbart_mt	125dcf9cbcc342f8a94d7ea0f3aca84cQALD9Plus-MT_ru-en_gold_file.txt	178a8908037845ae8b623653b5f796daQALD9Plus-MT_ru-no_ner-no_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280098	pred (uploaded)	gold (uploaded)	30.61	0.31	0.35	0.61	0.52	0	2022-09-28 14:41:51	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-libre_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	61fc8facb60440edbb3eee505e557653QALD9Plus-MT_fr-babelscape_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280099	pred (uploaded)	gold (uploaded)	30.43	0.3	0.38	0.57	0.62	0	2022-09-28 14:42:01	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-opus_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	fffc49a1e4f94733bccde72340c5aefeQALD9Plus-MT_fr-babelscape_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280100	pred (uploaded)	gold (uploaded)	38.28	0.39	0.39	0.66	0.49	0	2022-09-28 14:42:11	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-nllb_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	b9aaa765deba4761a044e07f4bbcde9aQALD9Plus-MT_fr-babelscape_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280101	pred (uploaded)	gold (uploaded)	38.87	0.39	0.41	0.69	0.48	0	2022-09-28 14:42:22	1.2.7
